AddressId,StreetAddress,Latitude,Longitude,Status
475,1302 SAN FELIPE ST,0.0,0.0,C
476,1310 SAN FELIPE ST,0.0,0.0,C
477,1316 SAN FELIPE ST,0.0,0.0,C
478,1402 SAN FELIPE ST,0.0,0.0,C
479,1408 SAN FELIPE ST,0.0,0.0,C
480,1410 SAN FELIPE ST,0.0,0.0,C
481,1414 SAN FELIPE ST,0.0,0.0,C
482,1416 SAN FELIPE ST,0.0,0.0,C
483,1418 SAN FELIPE ST,0.0,0.0,C
484,1420 SAN FELIPE ST,0.0,0.0,C
485,1422 SAN FELIPE ST,0.0,0.0,C
486,1516 SAN FELIPE ST,0.0,0.0,C
487,710 TIMPSON ST,0.0,0.0,C
488,803 TIMPSON ST,0.0,0.0,C
489,814 TIMPSON ST,0.0,0.0,C
490,904 TIMPSON ST,0.0,0.0,C
491,906 TIMPSON ST,0.0,0.0,C
492,910 TIMPSON ST,0.0,0.0,C
